County,City,State,Postal.Code,Model.Year,Make,Model,Electric.Vehicle.Type,Electric.Range
King,Kirkland,WA,98034,2022,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98178,2023,BMW,I4,Battery Electric Vehicle (BEV),0
Snohomish,Bothell,WA,98012,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98105,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Seattle,WA,98115,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
Clark,Vancouver,WA,98686,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Thurston,Olympia,WA,98506,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Newcastle,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98662,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
Clark,Vancouver,WA,98683,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151
King,Bellevue,WA,98004,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Olalla,WA,98359,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125
King,Seattle,WA,98125,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Thurston,Olympia,WA,98501,2023,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98008,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),14
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98005,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289
Clark,Vancouver,WA,98660,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Clark,Camas,WA,98607,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Federal Way,WA,98003,2024,BMW,I4,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Newcastle,WA,98059,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Kirkland,WA,98033,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98112,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98033,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98107,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Duvall,WA,98019,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Burien,WA,98146,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Battle Ground,WA,98604,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,AUDI,Q4,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
King,Federal Way,WA,98023,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98105,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Renton,WA,98055,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Snohomish,Lake Stevens,WA,98258,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Shoreline,WA,98155,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Bothell,WA,98011,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98032,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98125,2022,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Kirkland,WA,98033,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239
King,Kirkland,WA,98033,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Burien,WA,98168,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Issaquah,WA,98029,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Island,Coupeville,WA,98239,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98144,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Kirkland,WA,98033,2024,BMW,IX,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98119,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
King,Kirkland,WA,98034,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),14
Kitsap,Port Orchard,WA,98367,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Bellevue,WA,98006,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Bellevue,WA,98008,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Bellevue,WA,98006,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47
King,Redmond,WA,98052,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
King,Issaquah,WA,98027,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2023,BMW,IX,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
King,Kirkland,WA,98033,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98178,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98115,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),14
King,Newcastle,WA,98059,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98908,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Bellevue,WA,98007,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
Thurston,Olympia,WA,98512,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Yakima,Grandview,WA,98930,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25
Clark,Brush Prairie,WA,98606,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Issaquah,WA,98027,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Brush Prairie,WA,98606,2023,FORD,F-150,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98661,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Lynnwood,WA,98036,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Snohomish,WA,98296,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Issaquah,WA,98029,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Clark,Vancouver,WA,98686,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Mercer Island,WA,98040,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),203
King,Sammamish,WA,98074,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
Clark,Camas,WA,98607,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
King,Federal Way,WA,98023,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Sammamish,WA,98075,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Seattle,WA,98125,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98006,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),234
Clark,Washougal,WA,98671,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98168,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
Clark,Vancouver,WA,98664,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98007,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Bellevue,WA,98006,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98178,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Kent,WA,98031,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238
Clark,Vancouver,WA,98662,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98002,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
Snohomish,Lake Stevens,WA,98258,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Auburn,WA,98001,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),97
Kitsap,Olalla,WA,98359,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Sammamish,WA,98074,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98103,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72
King,Seattle,WA,98112,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),0
Kitsap,Port Orchard,WA,98367,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Thurston,Olympia,WA,98512,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Renton,WA,98056,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Covington,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98178,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Camas,WA,98607,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Newcastle,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),293
Jefferson,Port Townsend,WA,98368,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98177,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98177,2024,KIA,NIRO,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98116,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125
King,Seattle,WA,98125,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Burien,WA,98168,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Renton,WA,98055,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
King,Seattle,WA,98144,2015,BMW,I3,Battery Electric Vehicle (BEV),81
Yakima,Yakima,WA,98902,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
Clark,Camas,WA,98607,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),22
King,Seattle,WA,98112,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Bellevue,WA,98006,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
Snohomish,Bothell,WA,98012,2022,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Yakima,Moxee,WA,98936,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Kirkland,WA,98033,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Kirkland,WA,98033,2024,BMW,I4,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98119,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Sammamish,WA,98075,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98056,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98686,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Mukilteo,WA,98275,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98122,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238
King,North Bend,WA,98045,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
Kitsap,Bremerton,WA,98310,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Jefferson,Port Ludlow,WA,98365,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Auburn,WA,98001,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98112,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),203
King,Seattle,WA,98103,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
King,Kirkland,WA,98033,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),37
King,Seattle,WA,98112,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18
Snohomish,Mukilteo,WA,98275,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200
King,Seattle,WA,98103,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),125
King,Bellevue,WA,98008,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Tukwila,WA,98188,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
Snohomish,Bothell,WA,98012,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Snohomish,Lake Stevens,WA,98258,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kent,WA,98030,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),97
King,Seattle,WA,98112,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Newcastle,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98144,2023,BMW,I4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Issaquah,WA,98029,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Seattle,WA,98112,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),23
King,Seattle,WA,98115,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98177,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32
Thurston,Olympia,WA,98501,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Kirkland,WA,98033,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Sammamish,WA,98075,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Renton,WA,98056,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Camas,WA,98607,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Auburn,WA,98092,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Issaquah,WA,98027,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13
King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Renton,WA,98058,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
Clark,Ridgefield,WA,98642,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289
King,Shoreline,WA,98133,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Seattle,WA,98125,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6
King,Kenmore,WA,98028,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Kingston,WA,98346,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Sammamish,WA,98075,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Bellevue,WA,98007,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Beaux Arts,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Port Orchard,WA,98366,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),110
Snohomish,Everett,WA,98208,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98008,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),20
King,Bellevue,WA,98004,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),37
King,Bellevue,WA,98006,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83
King,Seattle,WA,98101,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308
Kitsap,Bainbridge Island,WA,98110,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Sammamish,WA,98074,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Port Orchard,WA,98367,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
Snohomish,Lynnwood,WA,98087,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Thurston,Rainier,WA,98576,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Kent,WA,98031,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98133,2019,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),58
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
Stevens,Colville,WA,99114,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98005,2024,BMW,I5,Battery Electric Vehicle (BEV),0
Cowlitz,Silverlake,WA,98645,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98004,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),289
King,Kent,WA,98030,2023,LEXUS,RZ,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6
King,Seattle,WA,98125,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98108,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
